,c,h,l,o,s,t,v
0,77.26000213623,77.360000610352,74.389999389648,74.48999786377,ok,1546387200,3290773
1,76.160003662109,77.480003356934,75.980003356934,76.599998474121,ok,1546473600,3599213
2,79.540000915527,79.610000610352,77.660003662109,77.680000305176,ok,1546560000,2851348
3,79.980003356934,80.5,78.639999389648,79.190002441406,ok,1546819200,2665432
4,80.019996643066,81.160003662109,78.900001525879,80.669998168945,ok,1546905600,3117702
5,80.569999694824,80.930000305176,79.790000915527,80.699996948242,ok,1546992000,1903889
6,79.949996948242,80.379997253418,79.569999694824,80.0,ok,1547078400,3485239
7,80.940002441406,81.029998779297,79.040000915527,79.370002746582,ok,1547164800,1832250
8,81.400001525879,81.650001525879,79.919998168945,80.209999084473,ok,1547424000,2452923
9,81.519996643066,81.629997253418,80.519996643066,81.0,ok,1547510400,2829267
10,83.620002746582,84.309997558594,82.160003662109,82.400001525879,ok,1547596800,3767808
11,83.650001525879,84.059997558594,82.230003356934,83.199996948242,ok,1547683200,2312235
12,84.970001220703,85.25,82.940002441406,83.889999389648,ok,1547769600,2671649
13,83.400001525879,84.160003662109,82.800003051758,84.0,ok,1548115200,4800823
14,78.199996948242,80.580001831055,77.709999084473,79.769996643066,ok,1548201600,8586881
15,80.180000305176,80.839996337891,78.199996948242,78.199996948242,ok,1548288000,5529215
16,79.620002746582,81.300003051758,79.540000915527,80.980003356934,ok,1548374400,3486884
17,79.480003356934,79.550003051758,78.440002441406,78.73999786377,ok,1548633600,3848653
18,79.559997558594,80.0,78.879997253418,79.599998474121,ok,1548720000,2454273
19,80.879997253418,81.25,79.190002441406,79.900001525879,ok,1548806400,2720874
20,80.589996337891,80.809997558594,79.900001525879,80.279998779297,ok,1548892800,3220172
21,80.879997253418,81.339996337891,80.430000305176,80.940002441406,ok,1548979200,2438586
22,81.389999389648,81.620002746582,80.300003051758,80.849998474121,ok,1549238400,3282270
23,80.860000610352,81.599998474121,80.5,81.559997558594,ok,1549324800,2305686
24,80.139999389648,81.199996948242,79.589996337891,80.680000305176,ok,1549411200,3552866
25,79.029998779297,80.029998779297,78.360000610352,79.910003662109,ok,1549497600,3395557
26,77.830001831055,78.589996337891,76.819999694824,77.910003662109,ok,1549584000,3187518
27,78.040000915527,78.400001525879,77.75,78.080001831055,ok,1549843200,2649396
28,79.790000915527,80.319999694824,78.76000213623,78.819999694824,ok,1549929600,2113799
29,79.98999786377,80.639999389648,79.75,80.080001831055,ok,1550016000,1809847
30,79.610000610352,80.470001220703,78.519996643066,79.449996948242,ok,1550102400,2087821
31,81.569999694824,81.709999084473,80.059997558594,80.269996643066,ok,1550188800,2704672
32,82.199996948242,82.580001831055,81.139999389648,81.550003051758,ok,1550534400,2952467
33,82.720001220703,82.819999694824,81.819999694824,82.410003662109,ok,1550620800,2167514
34,82.069999694824,82.980003356934,81.620002746582,82.980003356934,ok,1550707200,1736933
35,81.199996948242,82.440002441406,81.019996643066,82.069999694824,ok,1550793600,2096554
36,81.419998168945,82.629997253418,81.389999389648,81.98999786377,ok,1551052800,2514291
37,80.900001525879,81.669998168945,80.25,81.160003662109,ok,1551139200,2682638
38,82.26000213623,82.330001831055,80.5,80.709999084473,ok,1551225600,2676411
39,83.580001831055,83.870002746582,81.910003662109,82.430000305176,ok,1551312000,4649887
40,84.26000213623,85.480003356934,83.809997558594,84.0,ok,1551398400,3081626
41,83.309997558594,84.919998168945,82.51000213623,84.290000915527,ok,1551657600,2918435
42,82.970001220703,83.569999694824,81.660003662109,83.300003051758,ok,1551744000,1963773
43,82.51000213623,83.459999084473,82.480003356934,82.76000213623,ok,1551830400,1713318
44,81.279998779297,82.290000915527,80.809997558594,82.220001220703,ok,1551916800,3035770
45,81.370002746582,81.430000305176,80.080001831055,80.440002441406,ok,1552003200,2111861
46,82.849998474121,83.26000213623,81.860000610352,81.959999084473,ok,1552262400,2926573
47,82.949996948242,84.029998779297,82.73999786377,82.98999786377,ok,1552348800,2153214
48,83.73999786377,84.330001831055,83.199996948242,83.360000610352,ok,1552435200,1779810
49,83.209999084473,83.949996948242,83.190002441406,83.620002746582,ok,1552521600,1794907
50,84.330001831055,84.519996643066,82.930000305176,83.110000610352,ok,1552608000,2993462
51,84.900001525879,85.620002746582,84.370002746582,84.540000915527,ok,1552867200,2529646
52,84.410003662109,85.870002746582,84.160003662109,85.379997253418,ok,1552953600,2342079
53,82.949996948242,84.230003356934,82.790000915527,84.129997253418,ok,1553040000,2462080
54,82.889999389648,83.5,81.480003356934,82.199996948242,ok,1553126400,2569457
55,80.0,82.269996643066,79.680000305176,82.139999389648,ok,1553212800,3119838
56,79.360000610352,80.480003356934,78.449996948242,79.860000610352,ok,1553472000,2327529
57,80.660003662109,80.680000305176,79.419998168945,80.0,ok,1553558400,1668608
58,80.069999694824,80.970001220703,79.819999694824,80.379997253418,ok,1553644800,1901986
59,80.959999084473,81.059997558594,80.050003051758,80.330001831055,ok,1553731200,1268550
60,81.690002441406,82.330001831055,81.419998168945,81.73999786377,ok,1553817600,2945592
61,84.480003356934,84.879997253418,82.269996643066,82.349998474121,ok,1554076800,3036506
62,84.680000305176,85.569999694824,84.01000213623,84.5,ok,1554163200,2342121
63,85.309997558594,86.199996948242,84.930000305176,85.110000610352,ok,1554249600,2852570
64,86.699996948242,86.73999786377,85.120002746582,85.519996643066,ok,1554336000,2137237
65,86.540000915527,87.25,85.900001525879,87.0,ok,1554422400,1554012
66,86.040000915527,86.139999389648,85.290000915527,85.800003051758,ok,1554681600,2023216
67,85.099998474121,85.709999084473,84.589996337891,85.5,ok,1554768000,1212079
68,85.629997253418,85.779998779297,84.529998779297,85.269996643066,ok,1554854400,1413179
69,86.25,86.690002441406,85.620002746582,86.120002746582,ok,1554940800,1390911
70,87.830001831055,88.690002441406,86.940002441406,87.349998474121,ok,1555027200,1637098
71,86.879997253418,87.949996948242,86.550003051758,87.809997558594,ok,1555286400,1215387
72,87.910003662109,88.349998474121,87.029998779297,87.449996948242,ok,1555372800,1888370
73,87.919998168945,88.25,87.300003051758,88.099998474121,ok,1555459200,2337023
74,88.110000610352,88.290000915527,87.5,87.709999084473,ok,1555545600,1413898
75,87.610000610352,88.230003356934,87.309997558594,87.870002746582,ok,1555891200,1060819
76,88.190002441406,88.639999389648,87.400001525879,87.809997558594,ok,1555977600,1789016
77,87.790000915527,88.610000610352,87.529998779297,88.0,ok,1556064000,1759865
78,88.050003051758,88.76000213623,87.370002746582,87.709999084473,ok,1556150400,2135601
79,93.730003356934,94.139999389648,90.699996948242,90.699996948242,ok,1556236800,4310332
80,92.379997253418,94.379997253418,92.279998779297,93.849998474121,ok,1556496000,2466409
81,92.830001831055,93.26000213623,91.580001831055,93.019996643066,ok,1556582400,2211302
82,92.580001831055,93.48999786377,92.23999786377,92.559997558594,ok,1556668800,2210845
83,92.919998168945,93.26000213623,92.150001525879,92.660003662109,ok,1556755200,2062671
84,94.26000213623,94.300003051758,93.120002746582,93.220001220703,ok,1556841600,1694466
85,93.610000610352,94.080001831055,91.879997253418,92.050003051758,ok,1557100800,2208412
86,91.599998474121,92.610000610352,90.900001525879,92.410003662109,ok,1557187200,1901519
87,90.220001220703,91.650001525879,90.169998168945,91.180000305176,ok,1557273600,2183270
88,90.199996948242,90.349998474121,88.370002746582,89.120002746582,ok,1557360000,2240775
89,90.389999389648,90.769996643066,88.319999694824,89.650001525879,ok,1557446400,1348808
90,87.540000915527,88.879997253418,87.319999694824,88.48999786377,ok,1557705600,1819537
91,89.26000213623,90.050003051758,88.099998474121,88.23999786377,ok,1557792000,1640661
92,89.379997253418,90.059997558594,87.23999786377,88.300003051758,ok,1557878400,1899956
93,90.980003356934,91.559997558594,89.690002441406,89.870002746582,ok,1557964800,1631008
94,90.540000915527,91.379997253418,89.930000305176,90.029998779297,ok,1558051200,1518108
95,91.379997253418,91.879997253418,90.0,90.410003662109,ok,1558310400,1460123
96,92.199996948242,92.269996643066,91.599998474121,91.970001220703,ok,1558396800,1859198
97,91.26000213623,92.160003662109,91.25,91.660003662109,ok,1558483200,1117329
98,89.25,90.410003662109,88.599998474121,90.410003662109,ok,1558569600,1584288
99,90.779998779297,90.879997253418,89.730003356934,89.870002746582,ok,1558656000,1175749
100,88.75,90.910003662109,88.690002441406,90.360000610352,ok,1559001600,2016479
101,89.440002441406,89.559997558594,87.550003051758,88.220001220703,ok,1559088000,1604986
102,88.349998474121,90.199996948242,87.669998168945,89.550003051758,ok,1559174400,1376388
103,85.870002746582,87.580001831055,85.720001220703,87.220001220703,ok,1559260800,2785426
104,87.080001831055,87.419998168945,85.870002746582,85.980003356934,ok,1559520000,2050023
105,89.919998168945,89.940002441406,87.98999786377,88.370002746582,ok,1559606400,2047351
106,89.900001525879,90.199996948242,88.519996643066,90.0,ok,1559692800,1666696
107,90.360000610352,90.669998168945,89.610000610352,89.800003051758,ok,1559779200,1474467
108,90.26000213623,90.949996948242,90.040000915527,90.160003662109,ok,1559865600,1296185
109,90.430000305176,91.730003356934,90.360000610352,90.919998168945,ok,1560124800,1402828
110,91.339996337891,92.23999786377,90.980003356934,91.309997558594,ok,1560211200,1194438
111,90.550003051758,91.709999084473,90.01000213623,91.379997253418,ok,1560297600,1011022
112,90.769996643066,91.440002441406,90.48999786377,90.599998474121,ok,1560384000,1313313
113,90.569999694824,91.0,89.580001831055,91.0,ok,1560470400,1310012
114,89.949996948242,91.050003051758,89.730003356934,90.569999694824,ok,1560729600,1416819
115,91.290000915527,91.870002746582,89.900001525879,90.0,ok,1560816000,2205596
116,90.480003356934,92.040000915527,90.220001220703,91.419998168945,ok,1560902400,1715537
117,91.629997253418,91.940002441406,90.5,91.559997558594,ok,1560988800,1365347
118,91.519996643066,92.360000610352,90.839996337891,91.730003356934,ok,1561075200,3195382
119,88.720001220703,91.180000305176,87.98999786377,91.0,ok,1561334400,3038173
120,88.819999694824,89.720001220703,88.069999694824,88.569999694824,ok,1561420800,1859162
121,89.379997253418,89.709999084473,88.650001525879,89.0,ok,1561507200,1559021
122,89.330001831055,90.389999389648,88.98999786377,89.589996337891,ok,1561593600,1439617
123,90.73999786377,91.089996337891,89.339996337891,90.209999084473,ok,1561680000,3156333
124,92.040000915527,92.830001831055,91.230003356934,92.300003051758,ok,1561939200,1733430
125,91.099998474121,91.970001220703,90.629997253418,91.800003051758,ok,1562025600,1637912
126,92.98999786377,93.0,91.550003051758,91.779998779297,ok,1562112000,1296971
127,92.540000915527,93.129997253418,91.949996948242,93.0,ok,1562284800,1107026
128,91.800003051758,92.459999084473,91.480003356934,92.069999694824,ok,1562544000,1409756
129,92.290000915527,92.459999084473,91.01000213623,91.019996643066,ok,1562630400,1982499
130,90.160003662109,92.650001525879,90.0,92.220001220703,ok,1562716800,2495522
131,90.709999084473,91.220001220703,90.169998168945,90.610000610352,ok,1562803200,1491990
132,91.069999694824,91.360000610352,90.569999694824,91.110000610352,ok,1562889600,1499811
133,89.75,91.379997253418,89.389999389648,91.379997253418,ok,1563148800,2104772
134,89.930000305176,90.519996643066,89.540000915527,90.150001525879,ok,1563235200,2270377
135,88.190002441406,89.849998474121,88.150001525879,89.550003051758,ok,1563321600,1875014
136,88.76000213623,89.180000305176,87.839996337891,88.290000915527,ok,1563408000,2882273
137,90.650001525879,92.139999389648,90.230003356934,92.029998779297,ok,1563494400,4117997
138,91.720001220703,92.209999084473,90.339996337891,90.519996643066,ok,1563753600,2917135
